title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Max Weber and postmodern theory: Rationalization versus re-enchantment,N Gane,2002,334,"… (the devaluation of ultimate values) in the West, and holds scientific rationalization to be not … between Max Weber’s theory of the rationalization and disenchantment of the modern world …",DNO-BMNDAmYJ,N Gane - 2002 - books.google.com,[],https://books.google.com/books?hl=en&lr=&id=ar4WDAAAQBAJ&oi=fnd&pg=PP1&dq=Weber+disenchantment+science+modernity+values+rationalization&ots=csuUNu0yWE&sig=f7sxA0f5aat_xq-StoTPItQXy6A,unknown,unknown
"Max Weber, rationality and modernity","S Whimster, S Lash",2014,466,… the extent to which science and rationality can be a … values that the pessimistic analysis of disenchantment-the loss of naivete consequent upon a rationalizing scepticism-meant Weber …,jaVqUcx8_WgJ,"S Whimster, S Lash - 2014 - books.google.com",[],https://books.google.com/books?hl=en&lr=&id=Kh5IAwAAQBAJ&oi=fnd&pg=PP1&dq=Weber+disenchantment+science+modernity+values+rationalization&ots=XtNdRrrsoH&sig=-qC6QmunVbwLL1kDWJ00X3ld4-M,unknown,unknown
"Disenchantment, enchantment and re-enchantment: Max Weber at the millennium",R Jenkins,2000,559,"… a we what the Jedi of Star Wars might call the 'D modernity. … 'formal rationality of economic act of Weber's understanding of … are acceptable to the rationality of science, and susceptible to …",Pggsmic62h0J,"R Jenkins - Max Weber Studies, 2000 - JSTOR",[],https://www.jstor.org/stable/24579711,unknown,unknown
A disenchanted world: Max Weber on magic and modernity,M Marotta,2024,43,"… scientific lexicon and popularized by Max Weber, like “rationalization” or “charisma,” “disenchantment… ), he characterizes the modern behavior toward ultimate values as an equivalent to …",ag4CcrYbKW4J,"M Marotta - Journal of Classical Sociology, 2024 - journals.sagepub.com",[],https://journals.sagepub.com/doi/abs/10.1177/1468795X231160716,unknown,unknown
"DISENCHANTMENT, RATIONALITY AND THE MODERNITY OF MAX WEBER.",AJ Carroll,2011,64,"… and other human beings, and valuerationality (Wertrationalität), which is … value-free science propagated by Weber was strongly critical of what he considered to be value-bound science …",aw8lmoQrwqMJ,"AJ Carroll - Forum Philosophicum, 2011 - openurl.ebsco.com",[],https://openurl.ebsco.com/contentitem/gcd:66248446?sid=ebsco:plink:crawler-gcd&id=ebsco:gcd:66248446&crl=c&jrnl=14261898,unknown,unknown
Disenchantment and its discontents: Weberian perspectives on science and technology,R Schroeder,1995,64,"… rationalization and disenchantment of social life, and these will lead us to consider Weber's … ) knowledge can never fill out the world, or again it cannot create values but only undermine …",EYbiIM4-gw4J,"R Schroeder - The sociological review, 1995 - Wiley Online Library",[],https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-954X.1995.tb00602.x,unknown,unknown
Disenchantment and modernity: The mirror of technique,IH Angus,1983,27,"… Weber's examples of value rationality are of courses of action perceived by the actor to transcend … Although this essay has not investigated Weber's epistemology of social science, it is …",oAjjTkWViUAJ,"IH Angus - Human Studies, 1983 - JSTOR",[],https://www.jstor.org/stable/20008870,unknown,unknown
"Disenchantment, enchantment and re-enchantment: Max Weber at the millennium",R Jenkins,2012,32,"… of Weber’s foundational contribution to our understanding of rationalization and modernity, … ”, an “intellectual rationalization, created by science and by scientifically oriented technology” …",sks2O6ZVRB0J,"R Jenkins - Mind and Matter, 2012 - ingentaconnect.com",[],https://www.ingentaconnect.com/content/imp/mm/2012/00000010/00000002/art00002,unknown,unknown
